iter	Passed	Remaining
490	2505	2597
491	2510	2592
492	2516	2587
493	2521	2582
494	2526	2577
495	2531	2572
496	2536	2567
497	2541	2561
498	2546	2556
499	2552	2552
500	2557	2547
501	2563	2542
502	2568	2538
503	2573	2533
504	2579	2528
505	2584	2523
506	2591	2519
507	2596	2514
508	2601	2509
509	2606	2504
510	2611	2499
511	2616	2494
512	2621	2489
513	2627	2484
514	2632	2479
515	2638	2474
516	2642	2469
517	2648	2464
518	2653	2459
519	2659	2454
520	2664	2449
521	2669	2444
522	2675	2440
523	2681	2435
524	2686	2430
525	2691	2425
526	2697	2420
527	2702	2415
528	2707	2410
529	2712	2405
530	2717	2400
531	2722	2395
532	2728	2390
533	2733	2385
534	2738	2380
535	2744	2375
536	2749	2370
537	2754	2365
538	2759	2360
539	2764	2355
540	2770	2350
541	2775	2345
542	2780	2340
543	2786	2335
544	2791	2330
545	2797	2325
546	2802	2320
547	2807	2316
548	2812	2310
549	2818	2306
550	2823	2300
551	2828	2295
552	2834	2290
553	2839	2286
554	2844	2280
555	2850	2275
556	2855	2270
557	2859	2265
558	2865	2260
559	2870	2255
560	2876	2250
561	2881	2245
562	2887	2241
563	2892	2236
564	2897	2231
565	2901	2224
566	2905	2218
567	2909	2213
568	2915	2208
569	2919	2202
570	2924	2197
571	2928	2191
572	2934	2186
573	2939	2181
574	2944	2176
575	2949	2171
576	2955	2166
577	2960	2161
578	2965	2156
579	2971	2151
580	2976	2146
581	2981	2141
582	2987	2136
583	2992	2131
584	2997	2126
585	3003	2121
586	3008	2116
587	3012	2111
588	3018	2106
589	3023	2101
590	3029	2096
591	3034	2091
592	3040	2086
593	3045	2081
594	3049	2075
595	3054	2070
596	3060	2065
597	3064	2059
598	3069	2054
599	3075	2050
600	3080	2044
601	3085	2039
602	3090	2034
603	3095	2029
604	3101	2024
605	3106	2019
606	3112	2015
607	3117	2010
608	3123	2005
609	3127	1999
610	3132	1994
611	3137	1989
612	3143	1984
613	3148	1979
614	3153	1974
615	3158	1969
616	3164	1964
617	3169	1959
618	3174	1954
619	3180	1949
620	3184	1943
621	3189	1938
622	3194	1933
623	3200	1928
624	3205	1923
625	3211	1918
626	3217	1913
627	3222	1908
628	3228	1903
629	3233	1898
630	3238	1894
631	3242	1888
632	3248	1883
633	3253	1878
634	3259	1873
635	3264	1868
636	3269	1863
637	3274	1858
638	3279	1852
639	3284	1847
640	3289	1842
641	3295	1837
642	3300	1832
643	3306	1827
644	3311	1822
645	3317	1817
646	3322	1812
647	3327	1807
648	3333	1802
649	3338	1797
650	3344	1792
651	3349	1787
652	3355	1783
653	3360	1777
654	3365	1772
655	3370	1767
656	3375	1762
657	3381	1757
658	3385	1752
659	3391	1747
660	3396	1741
661	3402	1737
662	3406	1731
663	3410	1725
664	3415	1720
665	3420	1715
666	3426	1710
667	3430	1705
668	3433	1699
669	3439	1694
670	3444	1689
671	3450	1684
672	3455	1678
673	3461	1674
674	3465	1668
675	3471	1663
676	3476	1658
677	3480	1653
678	3486	1648
679	3490	1642
680	3496	1637
681	3501	1632
682	3507	1627
683	3512	1622
684	3518	1617
685	3523	1612
686	3527	1607
687	3531	1601
688	3537	1596
689	3542	1591
690	3547	1586
691	3553	1581
692	3558	1576
693	3563	1571
694	3569	1566
695	3574	1561
696	3579	1556
697	3585	1551
698	3590	1546
699	3595	1540
700	3599	1535
701	3604	1530
702	3610	1525
703	3615	1520
704	3620	1515
705	3625	1509
706	3631	1504
707	3636	1499
708	3642	1494
709	3647	1489
710	3652	1484
711	3658	1479
712	3662	1474
713	3667	1469
714	3673	1464
715	3678	1458
716	3682	1453
717	3688	1448
718	3693	1443
719	3699	1438
720	3704	1433
721	3709	1428
722	3714	1423
723	3719	1417
724	3724	1412
725	3730	1407
726	3735	1402
727	3740	1397
728	3745	1392
729	3750	1387
730	3756	1382
731	3760	1376
732	3766	1371
733	3771	1366
734	3776	1361
735	3780	1356
736	3786	1351
737	3791	1346
738	3796	1340
739	3801	1335
740	3807	1330
741	3812	1325
742	3818	1320
743	3823	1315
744	3829	1310
745	3834	1305
746	3839	1300
747	3844	1295
748	3850	1290
749	3855	1285
750	3860	1280
751	3864	1274
752	3870	1269
753	3876	1264
754	3881	1259
755	3885	1254
756	3891	1249
757	3896	1244
758	3901	1238
759	3906	1233
760	3912	1228
761	3916	1223
762	3920	1217
763	3924	1212
764	3929	1207
765	3935	1202
766	3940	1196
767	3945	1191
768	3950	1186
769	3955	1181
770	3959	1176
771	3965	1171
772	3970	1165
773	3976	1160
774	3980	1155
775	3986	1150
776	3991	1145
777	3996	1140
778	4001	1135
779	4006	1130
780	4011	1124
781	4016	1119
782	4021	1114
783	4026	1109
784	4031	1104
785	4036	1099
786	4042	1094
787	4046	1088
788	4051	1083
789	4055	1078
790	4060	1072
791	4066	1067
792	4070	1062
793	4076	1057
794	4082	1052
795	4087	1047
796	4092	1042
797	4097	1037
798	4102	1032
799	4108	1027
800	4113	1021
801	4119	1016
802	4124	1011
803	4130	1006
804	4135	1001
805	4140	996
806	4145	991
807	4150	986
808	4155	981
809	4160	975
810	4165	970
811	4170	965
812	4176	960
813	4181	955
814	4186	950
815	4191	945
816	4197	940
817	4202	934
818	4207	929
819	4213	924
820	4218	919
821	4223	914
822	4228	909
823	4234	904
824	4239	899
825	4244	894
826	4249	889
827	4255	883
828	4259	878
829	4264	873
830	4269	868
831	4275	863
832	4280	858
833	4285	852
834	4290	847
835	4295	842
836	4301	837
837	4306	832
838	4312	827
839	4317	822
840	4322	817
841	4327	812
842	4332	806
843	4337	801
844	4342	796
845	4347	791
846	4352	786
847	4357	781
848	4361	775
849	4367	770
850	4372	765
851	4378	760
852	4383	755
853	4388	750
854	4393	745
855	4399	740
856	4404	734
857	4409	729
858	4415	724
859	4419	719
860	4425	714
861	4429	709
862	4433	703
863	4437	698
864	4441	693
865	4446	688
866	4450	682
867	4455	677
868	4460	672
869	4466	667
870	4471	662
871	4476	657
872	4482	652
873	4486	646
874	4492	641
875	4497	636
876	4503	631
877	4508	626
878	4513	621
879	4519	616
880	4524	611
881	4529	606
882	4535	600
883	4540	595
884	4544	590
885	4549	585
886	4554	580
887	4560	575
888	4565	570
889	4570	564
890	4575	559
891	4581	554
892	4586	549
893	4591	544
894	4597	539
895	4602	534
896	4608	529
897	4613	524
898	4619	518
899	4624	513
900	4628	508
901	4633	503
902	4639	498
903	4644	493
904	4649	488
905	4654	482
906	4659	477
907	4665	472
908	4670	467
909	4675	462
910	4681	457
911	4686	452
912	4691	447
913	4697	441
914	4702	436
915	4707	431
916	4713	426
917	4718	421
918	4723	416
919	4728	411
920	4733	406
921	4739	400
922	4743	395
923	4748	390
924	4753	385
925	4758	380
926	4763	375
927	4768	370
928	4773	364
929	4778	359
930	4783	354
931	4788	349
932	4793	344
933	4799	339
934	4804	334
935	4809	328
936	4814	323
937	4820	318
938	4825	313
939	4830	308
940	4836	303
941	4840	298
942	4844	292
943	4850	287
944	4855	282
945	4861	277
946	4866	272
947	4871	267
948	4876	262
949	4881	256
950	4887	251
951	4892	246
952	4897	241
953	4903	236
954	4908	231
955	4914	226
956	4919	221
957	4924	215
958	4928	210
959	4933	205
960	4939	200
961	4944	195
962	4949	190
963	4954	185
964	4960	179
965	4964	174
966	4969	169
967	4975	164
968	4980	159
969	4986	154
970	4991	149
971	4996	143
972	5001	138
973	5006	133
974	5011	128
975	5017	123
976	5022	118
977	5028	113
978	5033	107
979	5038	102
980	5043	97
981	5049	92
982	5053	87
983	5057	82
984	5062	77
985	5067	71
986	5072	66
987	5077	61
988	5082	56
989	5087	51
990	5092	46
991	5098	41
992	5103	35
993	5108	30
994	5114	25
995	5119	20
996	5124	15
997	5129	10
998	5135	5
999	5140	0
